row,MSE,RMSE,best,n.trees,interaction.depth,shrinkage,seed,id,id2
1,1.2729779602003117,1.128263249512414,13467,15000,2,0.001,1,15000 2 0.001,1
2,0.629206312107525,0.7932252593731021,6356,15000,2,0.001,2,15000 2 0.001,1
3,1.3254286332599499,1.1512726146573409,10887,15000,2,0.001,3,15000 2 0.001,1
4,1.4186468006967303,1.191069603632269,14885,15000,2,0.001,4,15000 2 0.001,1
5,1.2312612817476007,1.1096221346690958,12012,15000,2,0.001,5,15000 2 0.001,1
6,0.8472163972296411,0.9204435872065387,10570,15000,2,0.001,6,15000 2 0.001,1
7,1.58155251810489,1.2575979159114767,11157,15000,2,0.001,7,15000 2 0.001,1
8,0.979943816518793,0.9899211163111903,13629,15000,2,0.001,8,15000 2 0.001,1
9,1.1403665069758075,1.067879444027184,13715,15000,2,0.001,9,15000 2 0.001,1
10,1.710564919598959,1.3078856676326716,13188,15000,2,0.001,10,15000 2 0.001,1
11,1.297427400307831,1.1390467068157613,14925,15000,2,5e-4,1,15000 2 5e-04,2
12,0.6294385281782269,0.7933716204769533,12497,15000,2,5e-4,2,15000 2 5e-04,2
13,1.2499704455730132,1.1180207715302133,14121,15000,2,5e-4,3,15000 2 5e-04,2
14,1.1522578546507027,1.0734327434221032,14990,15000,2,5e-4,4,15000 2 5e-04,2
15,1.114919329423772,1.0558974047812468,15000,15000,2,5e-4,5,15000 2 5e-04,2
16,0.8403463278370293,0.9167040568455173,15000,15000,2,5e-4,6,15000 2 5e-04,2
17,1.5432229544875136,1.2422652512597756,14992,15000,2,5e-4,7,15000 2 5e-04,2
18,0.7255381484259237,0.8517852713130954,14997,15000,2,5e-4,8,15000 2 5e-04,2
19,1.0484989572282855,1.0239623807681049,15000,15000,2,5e-4,9,15000 2 5e-04,2
20,1.6161224829649476,1.2712680610181897,14999,15000,2,5e-4,10,15000 2 5e-04,2
21,1.301230257325674,1.1407148010461134,8831,15000,3,0.001,1,15000 3 0.001,3
22,0.603841379844227,0.7770723131370896,5588,15000,3,0.001,2,15000 3 0.001,3
23,1.339991279033811,1.157579923389228,6706,15000,3,0.001,3,15000 3 0.001,3
24,1.1760222221672156,1.0844455828520008,11092,15000,3,0.001,4,15000 3 0.001,3
25,1.0072956554212753,1.0036411985472076,6383,15000,3,0.001,5,15000 3 0.001,3
26,0.8025144649549495,0.895831716872622,9186,15000,3,0.001,6,15000 3 0.001,3
27,1.4854422956976583,1.2187872233075214,7768,15000,3,0.001,7,15000 3 0.001,3
28,0.7972652156688882,0.8928970913094567,10414,15000,3,0.001,8,15000 3 0.001,3
29,1.0773233621536766,1.0379418876573374,8618,15000,3,0.001,9,15000 3 0.001,3
30,1.5058153909721361,1.2271166981881292,7270,15000,3,0.001,10,15000 3 0.001,3
31,1.2721486752365199,1.1278956845544361,14925,15000,3,5e-4,1,15000 3 5e-04,4
32,0.6039328012860388,0.7771311351927928,10406,15000,3,5e-4,2,15000 3 5e-04,4
33,1.332272833560513,1.1542412371599418,13306,15000,3,5e-4,3,15000 3 5e-04,4
34,1.0531404228054853,1.0262263019458648,14923,15000,3,5e-4,4,15000 3 5e-04,4
35,0.957256050679234,0.978394629318474,10149,15000,3,5e-4,5,15000 3 5e-04,4
36,0.8171277056829079,0.9039511633284776,14948,15000,3,5e-4,6,15000 3 5e-04,4
37,1.4827421180752967,1.2176789881061825,13700,15000,3,5e-4,7,15000 3 5e-04,4
38,0.6977558150084779,0.8353177928240713,14999,15000,3,5e-4,8,15000 3 5e-04,4
39,1.063293599541981,1.0311612868712543,15000,15000,3,5e-4,9,15000 3 5e-04,4
40,1.5576538767608625,1.2480600453347037,14740,15000,3,5e-4,10,15000 3 5e-04,4
41,1.159330435720581,1.0767220791460446,5954,15000,4,0.001,1,15000 4 0.001,5
42,0.5917452824403114,0.7692498179657318,4940,15000,4,0.001,2,15000 4 0.001,5
43,1.3457947039026181,1.1600839210602905,6706,15000,4,0.001,3,15000 4 0.001,5
44,0.9547078908184875,0.9770915467951238,6758,15000,4,0.001,4,15000 4 0.001,5
45,0.9093320113590551,0.9535890159597347,4397,15000,4,0.001,5,15000 4 0.001,5
46,0.8121897754610337,0.9012157208243949,5795,15000,4,0.001,6,15000 4 0.001,5
47,1.4388603645097462,1.1995250578915582,5771,15000,4,0.001,7,15000 4 0.001,5
48,0.6473405115164639,0.8045747395465904,7004,15000,4,0.001,8,15000 4 0.001,5
49,1.1004647725452532,1.049030396387661,7728,15000,4,0.001,9,15000 4 0.001,5
50,1.499174686687723,1.2244078922841535,5207,15000,4,0.001,10,15000 4 0.001,5
51,1.154755348274991,1.0745954346985618,12487,15000,4,5e-4,1,15000 4 5e-04,6
52,0.5828074243157453,0.7634182499231632,10104,15000,4,5e-4,2,15000 4 5e-04,6
53,1.3787932182645577,1.1742202596891937,9856,15000,4,5e-4,3,15000 4 5e-04,6
54,0.9411341886312823,0.9701207082787596,12260,15000,4,5e-4,4,15000 4 5e-04,6
55,0.9443425347664615,0.9717728822963015,8241,15000,4,5e-4,5,15000 4 5e-04,6
56,0.7940000468784763,0.8910668027025114,14070,15000,4,5e-4,6,15000 4 5e-04,6
57,1.410743967537556,1.1877474342374124,11376,15000,4,5e-4,7,15000 4 5e-04,6
58,0.685859448765794,0.8281663170920404,9222,15000,4,5e-4,8,15000 4 5e-04,6
59,1.0783852864872503,1.0384533145439183,12237,15000,4,5e-4,9,15000 4 5e-04,6
60,1.4983478995524844,1.2240702183912835,11825,15000,4,5e-4,10,15000 4 5e-04,6
61,1.2509956788740324,1.1184791812430093,1583,5000,2,0.01,1,5000 2 0.01,7
62,0.6146916762648472,0.7840227523897806,775,5000,2,0.01,2,5000 2 0.01,7
63,1.37744917700121,1.1736478079054253,1453,5000,2,0.01,3,5000 2 0.01,7
64,1.5225741255224134,1.2339263047372049,1847,5000,2,0.01,4,5000 2 0.01,7
65,1.2914314765339592,1.1364116668417124,1073,5000,2,0.01,5,5000 2 0.01,7
66,0.8545697848913493,0.92442943748636075,1067,5000,2,0.01,6,5000 2 0.01,7
67,1.6132773489709513,1.270148553898697,1051,5000,2,0.01,7,5000 2 0.01,7
68,0.9303549202437654,0.9645490761199066,1431,5000,2,0.01,8,5000 2 0.01,7
69,1.0062655512432972,1.003127883793137,1226,5000,2,0.01,9,5000 2 0.01,7
70,1.567759430699589,1.252102004909979,1163,5000,2,0.01,10,5000 2 0.01,7
71,1.2435139361017677,1.1151295602313516,103,5000,2,0.1,1,5000 2 0.1,8
72,0.8336817429780241,0.9130617410548008,56,5000,2,0.1,2,5000 2 0.1,8
73,1.248201038722056,1.1172291791400975,128,5000,2,0.1,3,5000 2 0.1,8
74,1.6990888057732543,1.303491007170074,176,5000,2,0.1,4,5000 2 0.1,8
75,1.3946693502810643,1.1809611976187298,194,5000,2,0.1,5,5000 2 0.1,8
76,1.035514530574676,1.0176023440296686,158,5000,2,0.1,6,5000 2 0.1,8
77,1.6914740973532052,1.3005668369419563,110,5000,2,0.1,7,5000 2 0.1,8
78,0.7728235087522793,0.8791038099975903,85,5000,2,0.1,8,5000 2 0.1,8
79,1.4421085465357317,1.2008782396794988,218,5000,2,0.1,9,5000 2 0.1,8
80,1.4132410353542526,1.1887981474389386,91,5000,2,0.1,10,5000 2 0.1,8
81,1.2748887364410795,1.1291097096567186,897,5000,3,0.01,1,5000 3 0.01,9
82,0.6013424242214975,0.775462716203363,485,5000,3,0.01,2,5000 3 0.01,9
83,1.3975576894970219,1.182183441559313,431,5000,3,0.01,3,5000 3 0.01,9
84,1.1979701562589153,1.094518230208577,1061,5000,3,0.01,4,5000 3 0.01,9
85,1.19039192353061,1.091050834530917,814,5000,3,0.01,5,5000 3 0.01,9
86,0.8240512009342222,0.907772659278865,1075,5000,3,0.01,6,5000 3 0.01,9
87,1.5630304626389253,1.2502121670496273,980,5000,3,0.01,7,5000 3 0.01,9
88,0.715770774242823,0.8460323718645895,984,5000,3,0.01,8,5000 3 0.01,9
89,1.1130315401150461,1.0550030995760373,1175,5000,3,0.01,9,5000 3 0.01,9
90,1.6456750562275926,1.2828386711615738,779,5000,3,0.01,10,5000 3 0.01,9
91,1.363736923209647,1.1677914724854122,39,5000,3,0.1,1,5000 3 0.1,10
92,0.9065561632598256,0.9521324294759766,159,5000,3,0.1,2,5000 3 0.1,10
93,1.677015796926906,1.29499644668505,92,5000,3,0.1,3,5000 3 0.1,10
94,1.0782683361344534,1.0383970031420802,53,5000,3,0.1,4,5000 3 0.1,10
95,0.9369825662722118,0.9679785980445083,43,5000,3,0.1,5,5000 3 0.1,10
96,1.444172859091379,1.2017374335067452,153,5000,3,0.1,6,5000 3 0.1,10
97,1.5436848477688818,1.242451145022967,56,5000,3,0.1,7,5000 3 0.1,10
98,0.8628412055535177,0.9288924617809737,112,5000,3,0.1,8,5000 3 0.1,10
99,1.142727119694648,1.068984153154128,44,5000,3,0.1,9,5000 3 0.1,10
100,1.5268122983908845,1.23564246381827,101,5000,3,0.1,10,5000 3 0.1,10
101,1.3154858773773357,1.146946327156304,793,5000,4,0.01,1,5000 4 0.01,11
102,0.5866295370659113,0.7659174479445623,425,5000,4,0.01,2,5000 4 0.01,11
103,1.4116279314795153,1.188119493771361,514,5000,4,0.01,3,5000 4 0.01,11
104,0.9591050559549515,0.9793390914055007,561,5000,4,0.01,4,5000 4 0.01,11
105,0.9361844257298495,0.9675662384198043,403,5000,4,0.01,5,5000 4 0.01,11
106,0.8659460379041526,0.9305622160307996,414,5000,4,0.01,6,5000 4 0.01,11
107,1.4747028270680809,1.2143734298262956,532,5000,4,0.01,7,5000 4 0.01,11
108,0.6890159195966693,0.8300698281449996,429,5000,4,0.01,8,5000 4 0.01,11
109,1.0901495303494553,1.0441022604847934,541,5000,4,0.01,9,5000 4 0.01,11
110,1.5337407003199632,1.2384428530699199,439,5000,4,0.01,10,5000 4 0.01,11
111,1.3434285406275348,1.1590636482210694,73,5000,4,0.1,1,5000 4 0.1,12
112,0.6365521634449517,0.797842192068677,48,5000,4,0.1,2,5000 4 0.1,12
113,1.7535960514614735,1.3242341377043085,81,5000,4,0.1,3,5000 4 0.1,12
114,0.9771111821388375,0.9884893434624561,49,5000,4,0.1,4,5000 4 0.1,12
115,1.014457231118648,1.00720267628648,40,5000,4,0.1,5,5000 4 0.1,12
116,0.9456401968876342,0.9724403307594941,44,5000,4,0.1,6,5000 4 0.1,12
117,1.3214816779721612,1.1495571660305377,106,5000,4,0.1,7,5000 4 0.1,12
118,0.8556749614656562,0.9250270058034286,42,5000,4,0.1,8,5000 4 0.1,12
119,1.3001129185593188,1.140224942087884,42,5000,4,0.1,9,5000 4 0.1,12
120,1.4903456727617832,1.2207971464423495,62,5000,4,0.1,10,5000 4 0.1,12
